Job.ID,Provider,Status,Slug,Title,Position,Company,City,State.Name,State.Code,Address,Latitude,Longitude,Industry,Job.Description,Requirements,Salary,Listing.Start,Listing.End,Employment.Type,Education.Required,Created.At,Updated.At
146739,2,open,carle-place-ny-accountemps-accounting-clerk,Accounting Clerk @ Accountemps,Accounting Clerk,Accountemps,Carle Place,New York,NY,,40.7502,-73.6119,,"Ref ID:02990-113238Classification:Accounting ClerkCompensation:$9.50 to $12.00 per hourIMMEDIATE OPPORTUNITY FOR ACCOUNTING CLERK IN CARLE PLACE!!! Our client in Carle Place has an immediate opening for an Accounting Clerk in their Accounting department. Seeking an Accounting Clerk to assist the Bookkeeper with Accounts Payable and Accounts Receivable functions, bank reconciliations and journal entries. Knowledge of QuickBooks is preferred while strong Excel is required. Great opportunity for recent graduates or those with 1-2 years experience. For immediate consideration, please apply online at Accountemps.com or, if already registered, call 516-357-2000 for more details.",,,12-10-2014,01-09-2015,Seasonal/Temp,Not Specified,2014-12-11 12:19:32 UTC,2014-12-11 12:19:32 UTC
310498,2,open,skokie-il-accountemps-bookkeeper-310498,Bookkeeper @ Accountemps,Bookkeeper,Accountemps,Skokie,Illinois,IL,,42.0345,-87.7578,,"Ref ID:01330-113358Classification:BookkeeperCompensation:$12.66 to $14.66 per hourA family-owned construction company is in need of a Bookkeeper. As a Bookkeeper, you will be responsible for their full receivables cycle. The receivables are sent out on the first of every month. You will then be responsible for following up on overdue accounts and researching discounts to make sure they are accurate. Other duties will include entering payables, credit card receipts and statement summaries. Strong Microsoft Excel proficiency is required. The Bookkeeper will work closely with the Sr. Bookkeeper and report directly to the CFO. The CFO is seeking and individual who is organized and seeking to learn. If you are a Bookkeeper seeking an opportunity with room for growth and good benefits, please submit your resume to [Click Here to Email Your Resumé].",,,10-04-2015,09-05-2015,Seasonal/Temp,Not Specified,2015-04-11 10:08:57 UTC,2015-04-11 10:08:57 UTC
255112,2,open,phoenix-az-napa-delivery-driver-part-time-20th-street-thomas,Delivery Driver (Part -Time) 20th Street & Thomas @ NAPA,Delivery Driver (Part -Time) 20th Street & Thomas,NAPA,Phoenix,Arizona,AZ,,33.527,-112.0225,," Job Description   NAPA Auto Parts is seeking a skilled, enthusiastic and hard working part time Delivery Driver to join our growing team of auto parts professionals. As a Delivery Driver your primary focus is on getting the right parts to the right people at the right time, and engaging with customers as the face of NAPA throughout the day. Other responsibilities for the Delivery Driver will include:			Building long-term relationships with the customers you deliver to			Driving throughout the metropolitan area using maps and directions			Utilizing both manual and automatic transmission vehicles			Handling cash charge transactions correctly and core/part returns appropriately			Maintaining a distribution log or tracking system to record all deliveries/pickups made			Lifting merchandise up to 60 lbs for deliveries			Inspecting, protecting and maintaining company assets, merchandise, vehicles, building and people           Qualifications   The ideal NAPA Delivery Driver will have a passion for delivering customer care on an everyday basis, and must also have excellent driving aptitude for both manual and automatic vehicles.Other requirements for the Delivery Driver include:			Agility to bend to floor-level shelves and reach to upper shelves (eight feet) with use of stool or ladder when necessary			Stamina to stand and walk for entire work shift			Strength to lift 60 lbs of merchandise			Clear speaking and attentive listening skills			Motivated to train and learn			Flexibility in schedule including evenings, weekends and holidays			Valid driver's license with:			No DWI convictions within the past four years			No more than one moving violation AND/OR fault accident in the last three years			Minimum 18 years of age			Pre-Employment drug screen and background check    Closing Statement   In the 1920's, America fell in love with the automobile. More and more vehicles began traveling the roads, creating a need for an auto parts distribution system that could keep pace with the demand to keep our automobiles running. In 1925, NAPA was founded to meet those needs. Since then, we've sped our way to become a powerhouse in the auto parts industry. Fueled by the popularity of the automobile, our name can now be seen on over 5,800 stores, 58 distribution centers, and 13,000 NAPA AutoCare facilities across the country, and we're not stopping there.Our 80 years of experience has made us an industry leader, but don't let our age lead you to believe we can't keep up with the changing times. We're not your grandfather's NAPA. As our vehicles become more advanced, we've adapted our business in ways that allow us to stay ahead of the curve. We're constantly updating our inventory of over 500,000 parts, opening new stores, reaching out to customers in new ways, and most importantly, we're hiring new talent to join our ranks.It's an exciting time to join our team and we need people like you to help us accelerate our business into the future. Our growth depends on the dedication and enthusiasm of our employees. At NAPA, we want to continue to expand our presence, but at the heart of our business we just love automobiles. That's probably one of the reasons you're visiting this page. You share our passion to help customers, both retail and wholesale, keep their vehicles running. At NAPA, you'll be part of a team that's building on an 80-year legacy of NAPA KNOW HOW, backed by the best employees in the world.We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.  ",,,02-03-2015,01-04-2015,Part-Time,Not Specified,2015-03-03 10:12:51 UTC,2015-03-03 10:12:51 UTC
286916,2,open,lexington-tn-yrc-freight-driver-cdl-dock-part-time,Driver / CDL / Dock / Part Time @ YRC Freight,Driver / CDL / Dock / Part Time,YRC Freight,Lexington,Tennessee,TN,,35.65049,-88.39389,,"&nbsp;YRC Freight is the original Less-Than-Truckload (LTL) carrier and a trusted expert in the freight industry.&nbsp; Known for delivering reliability and flexibility throughout North America, we work hard every day to keep the promises we make to our customers.&nbsp; Our professional employees represent YRC Freight in transportation services, transportation management solutions and logistics management for the shipment of industrial, commercial and retail goods.
&nbsp;
Currently, we are looking for America&rsquo;s best drivers to become part of the YRC Freight family.
&nbsp;
What It Means to Be a YRC Freight Driver
YRC Freight drivers don&rsquo;t stay hidden behind the wheel.&nbsp; Instead, they are the face of the company, the ambassadors who are constantly in a position to reach out and connect with every single customer.&nbsp; Our drivers are trusted professionals and experts at what they do.&nbsp; They are one of the reasons YRC Freight customers remain loyal and keep coming back!&nbsp; If you&rsquo;re ready to go the extra mile and let your professionalism shine, it&rsquo;s time to get on board with YRC Freight.
&nbsp;
Committed to Safety
The YRC Freight companywide emphasis on safety begins with the commitment of every driver.&nbsp; Determined to be the safest freight company, we have adopted a constant and intentional focus on safety, ensuring we continuously train, proactively engage all employees and utilize all available technology to provide the safest environment possible.&nbsp; When you join the YRC Freight team, you will be joining a company that is a true leader when it comes to prioritizing safety. &nbsp;Over 10% of our drivers have one million or more safe driving miles.
&nbsp;
As a Combination City Driver / Dock Worker for YRC Freight, you will be the face of the company, and you&rsquo;ll do it with the safest equipment and best training available!
&nbsp;
RESPONSIBILITIES
&nbsp;
Combination city driver / dock workers must be able to perform all of the duties of a city driver and a dockworker. At many locations, combination city driver / dock workers may also perform the duties of road drivers and/or hostlers.
&nbsp;
The primary functions of a Combination City Driver / Dock Worker are:

    To operate various tractor-trailer combinations or straight trucks between Company terminals or yards and customer facilities or work sites; to sort, handle, load and/or unload freight at various Company and customer locations in a safe, efficient, and timely manner.
    To efficiently sort, handle, and load freight into and unload it from over-the-road equipment, containers, city trailers and/or straight trucks in accordance with oral and written instructions, as well as federal and state regulations.
",,,24-03-2015,23-04-2015,Part-Time,Not Specified,2015-03-25 10:08:10 UTC,2015-03-25 10:08:10 UTC
270084,2,open,rochester-ny-home-instead-senior-care-caregiver-home-health-aide-cna-270084,Caregiver / Home Health Aide / CNA @ Home Instead Senior Care,Caregiver / Home Health Aide / CNA,Home Instead Senior Care,Rochester,New York,NY,,43.1555,-77.61603,,"


Caregiver / Home Health Aide / CNA



Home Instead Senior Care is looking for caring and compassionate caregivers to become a part of our team and join our mission of enhancing the lives of aging adults throughout our community.&nbsp; Home Instead Senior Care provides a variety of non-medical services that allow seniors to remain in their home and meet the challenges of aging with dignity, care and compassion.

Duties include, but are not limited to:




    Companionship and conversation
    Light housekeeping tasks and meal preparation
    Medication and appointment reminders
    Assistance with grooming and bathing
    Assistance with toileting and incontinence issues
    Alzheimer&rsquo;s Care



*No previous experience necessary - skills training provided by Home Instead Senior Care*



Caregiver / Home Health Aide / CNA


&nbsp;
",,,09-03-2015,08-04-2015,Full-Time/Part-Time,Not Specified,2015-03-12 10:57:29 UTC,2015-03-12 10:57:29 UTC
303350,2,open,wilmington-de-windcrest-animal-hospital-veterinary-technician,Veterinary Technician @ Windcrest Animal Hospital,Veterinary Technician,Windcrest Animal Hospital,Wilmington,Delaware,DE,,39.7454,-75.5936,,"
Wanted: Experienced Veterinary Technicians&nbsp;for our growing practice.

Our facilities offer wellness and sick care, surgery including laser surgery, dentistry including digital X-ray and extensive in-house laboratory. Boarding and Professional Grooming and Bathing services on site. Windcrest Animal Hospital,&nbsp;is located&nbsp;at 3705&nbsp;Lancaster Pike in Wilmington, DE, provides 24 hour emergency care 7 days a week.

Generous salary and comprehensive benefit package. Send resume to, Karen Gustafson, Veterinary Technician Manager,&nbsp;Windcrest Animal&nbsp;Hospital, 3705 Lancaster Pike, Wilmington, DE&nbsp; 19805. Fax resume to 302-996-5446 or email to [Click Here to Email Your Resumé].

",,,03-04-2015,02-05-2015,Full-Time/Part-Time,High School Diploma,2015-04-04 10:17:22 UTC,2015-04-04 10:17:22 UTC
249391,2,open,wadsworth-oh-wadsworth-pointe-registered-nurse,Registered Nurse @ Wadsworth Pointe,Registered Nurse,Wadsworth Pointe,Wadsworth,Ohio,OH,,41.0237,-81.72967,,"
Registered Nurse

Saber Healthcare Group, a leading long-term care provider, is looking for  Part Time and PRN RN’s at Wadsworth Pointe in Wadsworth, OH  It is Saber’s mission to provide the highest quality of care possible to all those we are privileged to serve.  This entails a continuing commitment to always maintain the highest standards.  It is through our tradition of caring and our innovation for the future that our goal of being the best is realized.

The RN Charge Nurse will provide direct patient care, coordinate care delivery with Physicians and Physician Extenders, and supervise the STNA’s responsible on the respective unit.  The RN Charge Nurse will work to provide our resident’s and families with the greatest respect and dignity in an effort to enhance the quality of their lives.",,,25-02-2015,24-03-2015,Part-Time,Not Specified,2015-02-26 10:07:52 UTC,2015-02-26 10:07:52 UTC
276148,2,open,manassas-va-accountemps-senior-accountant,Senior Accountant @ Accountemps,Senior Accountant,Accountemps,Manassas,Virginia,VA,,38.7478,-77.4853,,"Ref ID:04560-112772Classification:Accountant - SeniorCompensation:$23.75 to $27.50 per hourOur client seeks a Senior Accountant to join their growing team in Manassas, VA. This role will report directly to the Director of Finance and this position has the potential to go full-time. The Senior Accountant will analyze financial information and prepare financial reports, maintain record of assets and liabilities, and other financial activities within the organization. The Senior Accountant will also be heavily involved with month end and year end closings.",,,16-03-2015,15-04-2015,Seasonal/Temp,Not Specified,2015-03-17 10:22:43 UTC,2015-03-17 10:22:43 UTC
295552,2,open,santa-fe-springs-ca-accountemps-financial-analyst-healthcare,Financial Analyst - Healthcare @ Accountemps,Financial Analyst - Healthcare,Accountemps,Santa Fe Springs,California,CA,,33.9363,-118.0653,,Ref ID:00750-112319Classification:Financial AnalystCompensation:$23.75 to $25.00 per hourOur client is in search of a Senior Analyst with a strong Accounting background to join their team. This person must have at least 7 years of experience within finance and accounting as well as held an accounting position for a Healthcare Organization. This person will be participating in the day to day accounting functions as well as with month end close as well as year end and audit preparation. Understanding of broad picture analysis as well as revenue analysis a must.This strong Senior Accountant must have advanced excel with working with large amounts of data.,,,31-03-2015,29-04-2015,Seasonal/Temp,Not Specified,2015-04-01 10:05:03 UTC,2015-04-01 10:05:03 UTC
277739,2,open,saint-albans-vt-revera-admissions-marketing-director,Admissions  /Marketing Director @ Revera,Admissions  /Marketing Director,Revera,Saint Albans,Vermont,VT,,44.8111,-73.0813,,"Redstone Villa&nbsp;is looking for a Director of Admissions, work with local hospitals and physicians to facilitate the admissions process.&nbsp; The&nbsp;Director of Admissions&nbsp;will help promote and market our&nbsp;30 bed&nbsp;skilled nursing facility&nbsp;to patients, families and medical professionals.&nbsp; They will complete and document all pre-admission information as well as ensure compliance with all regulations, policies and procedures, and public and private insurance requirements.&nbsp;

RN/LPN license preffered.

Work is Monday thru Friday with some on call after hours and&nbsp; weekends.
",,,17-03-2015,16-04-2015,Full-Time/Part-Time,Not Specified,2015-03-18 14:24:34 UTC,2015-03-18 14:24:34 UTC
270197,2,open,weehawken-nj-northpointe-personnel-technical-support-help-desk,Technical Support / Help Desk @ Northpointe Personnel,Technical Support / Help Desk,Northpointe Personnel,Weehawken,New Jersey,NJ,,40.769,-74.021,,"Financial Firm seeking candidates with a technical support background.

Individuals will be responsible for providing support to the service desk by successfully performing the following responsibilities:



    Provide inbound call support to branch personnel with any IT related inquiries
    Track and document issues and escalate when needed
    Comply with Compliance and Legal while assisting branch personnel
    Inquiries will include: hardware support, application support
",,,09-03-2015,08-04-2015,Seasonal/Temp,Not Specified,2015-03-12 10:58:55 UTC,2015-03-12 10:58:55 UTC
277392,2,open,del-city-ok-service-corporation-international-clerk,Clerk @ Service Corporation International,Clerk,Service Corporation International,Del City,Oklahoma,OK,,35.4425,-97.4422,,"We are currently seeking a qualified and professional individual to provide administrative support and assistance as a Clerk at one of our premier locations in Del City, OK. General duties may include greeting customers, providing funeral and cremation information and other related topics and answering phones in a courteous and polite manner.Perform day to day administrative duties as required which may include:Preparing death certificates and prayer cardsAccurately recording and delivering first call informationGreeting family members and friendsOperating a telephone system and handling a large call volumeCompleting required permits and/or certificatesActing as a Notary PublicReceiving and/or processing paymentsOffice duties such as operating a fax machine, filing, inventory management, debit card machine, postage meter and scale and stereo/video system may be required from time to time",,,17-03-2015,16-04-2015,Part-Time,Not Specified,2015-03-18 14:19:59 UTC,2015-03-18 14:19:59 UTC
245592,2,open,phoenix-az-accountemps-bookkeeper-245592,Bookkeeper @ Accountemps,Bookkeeper,Accountemps,Phoenix,Arizona,AZ,,33.4471,-112.1303,,Ref ID:00190-111016Classification:BookkeeperCompensation:$14.25 to $16.50 per hourGrowing West Valley Company is looking for a Bookkeeper! The Bookkeeper must have the following qualifications: 3+ years experience as a Bookkeeper. Team Player. Human Resources experience a plus! Accounts Payable. Accounts Receivable. Payroll Experience. Detail Oriented. Experience in Manufacturing or a Shop environment a plus! Software experience with ADP and Quickbooks a plus! This position will not be open long! APPLY NOW! Call (602)944-4733 or email [Click Here to Email Your Resumé],,,23-02-2015,22-03-2015,Seasonal/Temp,Not Specified,2015-02-24 10:07:59 UTC,2015-02-24 10:07:59 UTC
279876,2,open,melville-ny-star-multi-care-services-home-health-aide,Home Health Aide @ Star Multi Care Services,Home Health Aide,Star Multi Care Services,Melville,New York,NY,,40.7834,-73.4113,,"Star Multi Care, a leader in home health care is hiring Home Health Aides 

Live-in/out, Flexible schedules, 

***Premium for drivers/weekends***
&nbsp;
&nbsp;

&nbsp;
&nbsp;",,,18-03-2015,17-04-2015,Per Diem,Not Specified,2015-03-19 10:21:31 UTC,2015-03-19 10:21:31 UTC
289416,2,open,aurora-co-staffmark-part-time-hostler-30-hours-week,Part Time Hostler - 30 hours/week @ Staffmark,Part Time Hostler - 30 hours/week,Staffmark,Aurora,Colorado,CO,,39.7087,-104.81264,,"CDL-A night hostler/ driver to start ASAP - Apply NOW!

Do you prefer to work nights? Are you looking for a part time job? Do you have excellent backing skills? If you answered YES, to all of the above, we have the perfect job for you! 

Staffmark Transportation is currently looking for a part time-night driver with hostling experience. Driver will work mostly as a hostler, but will also have 2 scheduled deliveries to make within a mile from the clients yard. 

&bull;	Monday- Friday 4pm- 10pm 
&bull;	Guaranteed 30 hours pay
&bull;	$17 per hour
&bull;	Light unloading with a pallet jack",,,25-03-2015,24-04-2015,Part-Time,Not Specified,2015-03-26 13:38:40 UTC,2015-03-26 13:38:40 UTC
255610,2,open,rosemont-il-officeteam-data-entry-clerk-255610,Data Entry Clerk @ OfficeTeam,Data Entry Clerk,OfficeTeam,Rosemont,Illinois,IL,,42.004,-87.8954,,"Ref ID: 01360-113030Classification: Data EntryCompensation: $10.21 to $11.83 per hourA OfficeTeam client in the Rosemont area is seeking a Data Entry Specialist for a temporary opportunity. As communicated by the OfficeTeam client, the Data Entry Specialist duties include (but are not limited to) assisting with packing and shipping products, working with Fed Ex and UPS to make sure products get shipped correctly, inspecting products before being packaged and other general support duties. If you are interested in the Data Entry position and would like to be considered, please contact OfficeTeam (in Rosemont) and forward your resume to [Click Here to Email Your Resumé]",,,02-03-2015,01-04-2015,Seasonal/Temp,Not Specified,2015-03-03 10:17:26 UTC,2015-03-03 10:17:26 UTC
266414,2,open,chadds-ford-pa-confidential-chester-county-pa-landscape-architecture-firm-accountant-office-admin,"Accountant / Office Admin @ Confidential - Chester County, PA Landscape Architecture Firm",Accountant / Office Admin,"Confidential - Chester County, PA Landscape Architecture Firm",Chadds Ford,Pennsylvania,PA,,39.8557,-75.6288,,"
&nbsp;Position Contract - Accountant / Office Administrator
&nbsp;
Results to be achieved:   
This position is accountable for overall financial management and organization of the office.  Roles included in this position are payroll administration, tax preparation / filing, accounts payable, human resources coordinator and administrative assistant. Duties will include: general filing and keeping records organized and up to date, answering phones within two rings and directing incoming calls and taking client leads.  Responsibilities also include compiling weekly hours for field staff for payroll preparation, maintaining company business licenses and filing quarterly taxes. This position is also responsible for ordering all office supplies, updating certificates of insurance, maintain vehicle / equipment lists, and organizing and paying all incoming vendor invoices and internal receipts in a timely manner. 
&nbsp;
At the end of each fiscal quarter the you will be required to create job costing reports for all projects that have been completed and paid in full by the end of the quarter as well as commission reports for each designer.
&nbsp;
This position will be accountable for recording and preserving all information mandated by federal and state agencies and for our records.   You will be required to maintain employee employment files and update employee health benefit statuses as changes occur.  You will also be required to process and organize all data associated with workman&rsquo;s compensation benefits and yearly unemployment filings.
&nbsp; 

Hours:                                            30 to 40 hours / week (PT to FT available) 
Reports To:                                          President / CEO
Internal Customers:              Design staff, Estimating, Operations, A/R

Benefits:&nbsp; Up to 80% Healthcare Reimbursement, 401K



",,,11-03-2015,10-04-2015,Full-Time/Part-Time,Bachelor's Degree,2015-03-12 10:16:30 UTC,2015-03-12 10:16:30 UTC
286605,2,open,evans-co-officeteam-dispatcher,Dispatcher @ OfficeTeam,Dispatcher,OfficeTeam,Evans,Colorado,CO,,40.3763,-104.7047,,"Ref ID: 00940-105501Classification: Customer ServiceCompensation: $22.80 to $26.40 per hourOfficeteam has an exciting opportunity for a Dispatcher/Planner for a well known company in transportation and logistics business. The Dispatcher/Planner will be responsible for scheduling drivers, day-to-day supervision of regulatory requirements, and driver equipment certifications. The Dispatcher/Planner will also be responsible for optimizing available load volume by customer, maintaining truck schedules to achieve daily goals, planning and scheduling loads to meet on-time pickup requirements. Qualified applicants will be proficient in MS Office Suite, be a team player, have the ability to work a flexible schedule. 3-5 years Planner/Dispatcher experience preferred, 1-2 years experience in crude oil transportation, and 1-2 years experience with transportation management systems desired. This is a direct hire opportunity and pays in the $50-55K range + benefits. If interested please contact Amber Holcomb at 970-266-0600 or [Click Here to Email Your Resumé]",,,24-03-2015,23-04-2015,Seasonal/Temp,Not Specified,2015-03-25 10:04:13 UTC,2015-03-25 10:04:13 UTC
277563,2,open,cranston-ri-accountemps-office-manager-277563,Office Manager @ Accountemps,Office Manager,Accountemps,Cranston,Rhode Island,RI,,41.775,-71.4355,,"Ref ID:03800-113383Classification:Branch ManagerCompensation:DOEOur client, a company located in Cranston, RI is looking for an experienced Office Administrator to join their team for an exciting temporary to permanent opportunity! The Office Administrator will be responsible for equal parts accounting and administrative responsibilities. In terms of accounting responsibilities, the Office Administrator will be responsible for Accounts Payable, Accounts Receivable, Bank Reconciliation, and other accounting functions as requested. In terms of administrative functions, the Office Administrator will be responsible for assisting with answering the phones, greeting visitors, managing the office calendar, attending meetings and seminars, and other administrative functions as requested. The ideal Office Administrator will have a Bachelor's Degree, proficiency in MS Office, and excellent communication skills. For immediate consideration for this excellent opportunity, please forward your resume directly to [Click Here to Email Your Resumé] or call (401) 274-8700. 1",,,17-03-2015,16-04-2015,Seasonal/Temp,Not Specified,2015-03-18 14:22:05 UTC,2015-03-18 14:22:05 UTC
295324,2,open,cincinnati-oh-fifth-third-bank-senior-csr-teller-court-and-main-bc-full-time,Senior CSR / Teller - Court and Main BC -Full Time @ Fifth Third Bank,Senior CSR / Teller - Court and Main BC -Full Time,Fifth Third Bank,Cincinnati,Ohio,OH,,39.10661,-84.50455,,"Division: Retail FlsaStatus: Non-Exempt EmploymentType: RegularProvide excellent customer care to customers regarding daily transactions, addressing inquiries, and problem resolution, in accordance with Fifth Third Bank policies.  Refer customers to the appropriate business partner for products andservices uncovered during business interactions and/or conversations.ESSENTIAL DUTIES & RESPONSIBILITIES:Customer ServiceA. Promote good customer relations by consistently providing premier customer satisfaction with a friendly demeanor, can-do attitude, and willingness to help at all times.B. Have a developed rapport with the customer base, greet by/use name, have knowledge of account ownership, be responsive and timely with correspondence and problem resolution, and display a caring attitude.C. Act with confidence by answering or finding the answers to customer questions and finding solutions to customer issues.D. Maintain a position of trust and responsibility by keeping all customer business confidential.E. Follow the Bancorp Code of Business Conduct and Ethics and other related policies, maintaining ethical behavior at all times.Bank Operations/TransactionsA. Perform daily office responsibilities, working with the Customer Services Manager, to maintain the efficient operation of the office.B. Maintain personally a balancing record that is in line with policy and have the ability to find and correct outages and to enlist help as needed for more difficult errors.C. Maintain knowledge of the bank policies and financial center procedures, and take responsibility to keep up to date on any changes.D. Handle consumer and business customer problems with professionalism, directing more complex issues seamlessly to the Customer Services Manager, or other management as necessary.E. Demonstrate sound judgment in decision making, abiding appropriately to established guidelines and procedures.ReferralsA. Consistently meet or exceed sales referrals as set by management.B. Continuously increase knowledge and skills through self-motivation, formal education, seminars and in-house training.C. Maintain a well-developed working knowledge of the complete line of products and services offered, taking responsibility to keep up to date and request assistance for further development needs.D. Initiate conversations to uncover customer needs and be capable of effectively referring customers to business partners for the selling and cross-selling bank products and services to customers, so that personal and Bank goals are consistently metand/or exceeded.SUPERVISORY RESPONSIBILITIES: N/A",,,01-04-2015,30-04-2015,Part-Time,Not Specified,2015-04-01 10:02:25 UTC,2015-04-01 10:02:25 UTC
149173,2,open,dallas-tx-macy-s-seasonal-loss-prevention-security-guard-dallas-tx-dallas-galleria-149173,"Seasonal Loss Prevention Security Guard - Dallas, TX - Dallas Galleria @ Macy's","Seasonal Loss Prevention Security Guard - Dallas, TX - Dallas Galleria",Macy's,Dallas,Texas,TX,,32.9333,-96.7835,,"Overview:

As a Loss Prevention Seasonal Security Guard, you will be an integral part of bringing the magic of Macy's to life. Seasonal Seasonal Security Guard work as part of a team to meet department and store objectives, and your individual responsibilities will include deterring theft and maintaining a safe business environment. Seasonal Security Guard will have work schedules that can flex and may include working early mornings, late evenings, weekends, and holidays.

The summary below may not include all the essential functions and qualifications for this position. For more information, we encourage you to review the complete job description by clicking here.

Essential Functions:
- Visually monitor customer traffic entering and exiting the store

- Communicate suspicious activity to Loss Prevention

- Provide exceptional customer service by ensuring that customers do not leave with a security tag on their purchases

- May perform audit functions in high shortage areas

- Promptly prepare professional and complete reports relative to all theft incidents, merchandise recoveries, accident investigations, audits, and other activities as assigned by the Loss Prevention Manager

- Have knowledge of and maintain strict compliance with company policies

- Must be able to work Thanksgiving Day (11/27), the day after Thanksgiving (11/28), Saturday after Thanksgiving (11/29) and December 14th thru December 24th

- Perform other duties as assigned

- Regular, dependable attendance and punctuality

Qualifications:

Education/Experience:

High School degree or equivalent. Complete all Seasonal Security training requirements Prior retail loss prevention experience preferred but not required.

Communication Skills:

Ability to read,write, and interpret instructional documents such as reports and proceduremanuals. Excellent written and verbal communication skills.

Mathematical Skills :

Basic math functions such as addition, subtraction,multiplication, and division. Able to use a calculator.

Reasoning Ability:

Ability to adapt to possible stressful and hostilesituations. Ability to remain calm under pressure and exhibit good judgment.

Physical Demands:

Thisposition involves regular walking, standing, hearing, and talking. Extendedperiods of standing are also involved. Some kneeling, stooping, crouching, or crawling may be involved. Ability to move and/or lift at least 30 lbs. Specific vision abilities involved include close vision, distance vision, color vision,peripheral vision, depth perception, and the ability to adjust focus.

Other Skills:

Ability to interact with customers positively and ina friendly and accommodating manner. Ability to collaborate andfunction as a member of a team. Must possess a strong sense of urgency. Diplay consistent good judgement and decsision making skills.

Work Hours:

Flexible with scheduling and available to work retail hours, which may include early morning, day, late evening, weekends, holidays, and major sales events based on department and store/company needs.

Work schedules may begin with minimal hours and will increase throughout the holiday season.

This job description is not all inclusive. In addition, Macy's, Inc. reserves the right to amend this job description at any time. Macy's, Inc. is an Equal Opportunity Employer, committed to a diverse and inclusive work environment.",,,12-11-2014,01-10-2015,Seasonal/Temp,Not Specified,2014-12-12 13:56:22 UTC,2014-12-12 13:56:22 UTC
271985,2,open,irvine-ca-american-golf-corporation-snack-bar-attendant-271985,Snack Bar Attendant @ American Golf Corporation,Snack Bar Attendant,American Golf Corporation,Irvine,California,CA,,33.6415,-117.7943,,"Serves food and beverage products to members and guests visiting the snack bar, creating a great customer experience.
        
        


  
  
    
Essential Duties and Responsibilities:

    
            
                    

Provides a pleasant and convenient service atmosphere by greeting members and guests, responding to all questions and concerns and offering assistance when needed, utilizing “ACE Service Absolutes

Assist members and guests in food and beverage selection by describing special offerings or menu changes, answering food preparation questions, recording member/guest selections and upselling where possible, relaying orders to kitchen or preparing food directly, identifying any special requests and keying orders into register, delivering completed orders to customer providing appropriate accompaniments or garnishes, ensuring that all orders meet proper presentation and quality standards, packaging take-out orders as needed, dispensing or preparing beverages including alcoholic beverages (following proper procedures), calculating bills and collecting payment from guests or tickets from members

Provide members and guests with efficient food service by maintaining attractively merchandised display foods, clean tables, counters, dishes, chairs, floors and equipment, sufficient levels of inventory in storage rooms and refrigerators, proper temperatures in refrigerators and coolers (keeping walk-in coolers below 41° Fahrenheit), proper safety, sanitation and food handling standards

Maintain an efficiently run snack bar by managing cash drawer (verifying the balance, counting the money and recording the amount and balances at the end of each day), informing management supply shortages and customer requests/comments, monitoring daily play on the course or upcoming events which might affect snack bar operations and following closing procedures (turning off and cleaning appropriate service machines, retrieving condiments, utensils and paper products, storing perishables, preparing the order sheet for the following day and locking snack bar area)

Maintain corporate standards by adhering to company policies and procedures regarding attendance, timekeeping, dress code and safety

        
        


  
  
    
Additional Responsibilities:  

    
            
                    

Order supplies as needed and approved by management, receive and sign for deliveries of food and beverage.

Assist other food and beverage outlets as requested by management

May assist in training other snack bar attendants

Implement and support all AGC initiatives and programs as requested by management

        
        


  
  
    
Job BenefitsMerchandise Discounts
Meal and Beverage Discounts
Golf and Tennis Privileges
",,,12-03-2015,11-04-2015,Part-Time,High School Diploma,2015-03-13 10:27:12 UTC,2015-03-13 10:27:12 UTC
